Reporting Period,Managing Agency,PID,Agency Project Name,Current Phase,Completion Date,Completion Date Type,Variance (day),Reason for Forecast Completion Change,Data Date
202505,DPR,3018,Riverside Park 78th Street Ramp Reconstruction,Construction,09/25/2026,Forecast,206,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,06/02/2025
202509,DPR,3018,Riverside Park 78th Street Ramp Reconstruction,Construction,09/25/2026,Forecast,0,,10/30/2025
202601,DPR,3018,Riverside Park 78th Street Ramp Reconstruction,Close-out,09/26/2025,Actual,-364,,03/31/2026
202305,DPR,3019,Schmul Park Playground Reconstruction,Construction Procurement,02/19/2026,Forecast,,,06/21/2023
202309,DPR,3019,Schmul Park Playground Reconstruction,Construction Procurement,08/20/2026,Forecast,182,,02/23/2024
202401,DPR,3019,Schmul Park Playground Reconstruction,Construction Procurement,08/20/2026,Forecast,0,,04/22/2024
202405,DPR,3019,Schmul Park Playground Reconstruction,Construction Procurement,08/20/2026,Forecast,0,,07/17/2024
202409,DPR,3019,Schmul Park Playground Reconstruction,Construction,03/20/2026,Forecast,-153,,11/01/2024
202501,DPR,3019,Schmul Park Playground Reconstruction,Construction,03/20/2026,Forecast,0,,03/03/2024
202505,DPR,3019,Schmul Park Playground Reconstruction,Construction,03/20/2026,Forecast,0,,06/02/2025
202509,DPR,3019,Schmul Park Playground Reconstruction,Construction,03/20/2026,Forecast,0,,10/30/2025
202601,DPR,3019,Schmul Park Playground Reconstruction,Close-out,10/23/2025,Actual,-148,,03/31/2026
202305,DPR,3020,Pelham Parkway Malls Plaza Construction,Design,02/26/2027,Forecast,,,06/21/2023
202309,DPR,3020,Pelham Parkway Malls Partial Reconstruction,Pre-Design,,Forecast,,,02/23/2024
202401,DPR,3020,Pelham Parkway Malls Partial Reconstruction,Pre-Design,,Forecast,,,04/22/2024
202405,DPR,3020,Pelham Parkway Malls Partial Reconstruction,Design,12/25/2027,Forecast,302,,07/17/2024
202409,DPR,3020,Pelham Parkway Malls Partial Reconstruction,Design,12/25/2027,Forecast,0,,11/01/2024
202501,DPR,3020,Pelham Parkway Malls Partial Reconstruction,Design,12/25/2027,Forecast,0,,03/03/2024
202505,DPR,3020,Pelham Parkway Malls Partial Reconstruction,Design,05/14/2028,Forecast,141,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,06/02/2025
202509,DPR,3020,Pelham Parkway Malls Partial Reconstruction,Design,09/05/2028,Forecast,114,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,10/30/2025
202601,DPR,3020,Pelham Parkway Malls Partial Reconstruction,Design,05/14/2028,Forecast,-114,,03/31/2026
202605,DPR,3020,Pelham Parkway Malls Partial Reconstruction,Construction Procurement,02/09/2029,Forecast,271,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,06/24/2026
202305,DPR,3021,Shoelace Park Fitness Equipment Construction,Construction Procurement,09/25/2025,Forecast,,,06/21/2023
202309,DPR,3021,Shoelace Park Fitness Equipment Construction,Construction Procurement,05/27/2026,Forecast,244,,02/23/2024
202401,DPR,3021,Shoelace Park Fitness Equipment Construction,Construction Procurement,05/27/2026,Forecast,0,,04/22/2024
202405,DPR,3021,Shoelace Park Fitness Equipment Construction,Construction Procurement,05/27/2026,Forecast,0,,07/17/2024
202409,DPR,3021,Shoelace Park Fitness Equipment Construction,Construction Procurement,05/27/2026,Forecast,0,,11/01/2024
202501,DPR,3021,Shoelace Park Fitness Equipment Construction,Construction,04/15/2026,Forecast,-42,,03/03/2024
202505,DPR,3021,Shoelace Park Fitness Equipment Construction,Construction,09/25/2026,Forecast,163,PROJECT DELAYED PENDING RELEASE OF NEW TECHNOLOGY,06/02/2025
202509,DPR,3021,Shoelace Park Fitness Equipment Construction,Construction,09/25/2026,Forecast,0,,10/30/2025
202601,DPR,3021,Shoelace Park Fitness Equipment Construction,Construction,09/25/2026,Forecast,0,,03/31/2026
202605,DPR,3021,Shoelace Park Fitness Equipment Construction,Construction,09/25/2026,Forecast,0,,06/24/2026
202305,DPR,3022,Van Cortlandt House Museum Fence Reconstruction,Construction Procurement,10/25/2025,Forecast,,,06/21/2023
202309,DPR,3022,Van Cortlandt House Museum Fence Reconstruction,Construction Procurement,12/26/2025,Forecast,62,,02/23/2024
202401,DPR,3022,Van Cortlandt House Museum Fence Reconstruction,Construction Procurement,01/25/2026,Forecast,30,,04/22/2024
202405,DPR,3022,Van Cortlandt House Museum Fence Reconstruction,Construction Procurement,01/25/2026,Forecast,0,,07/17/2024
202409,DPR,3022,Van Cortlandt House Museum Fence Reconstruction,Construction,12/26/2025,Forecast,-30,,11/01/2024
202501,DPR,3022,Van Cortlandt House Museum Fence Reconstruction,Construction,12/26/2025,Forecast,0,,03/03/2024
202505,DPR,3022,Van Cortlandt House Museum Fence Reconstruction,Construction,12/26/2025,Forecast,0,,06/02/2025
202509,DPR,3022,Van Cortlandt House Museum Fence Reconstruction,Close-out,05/29/2025,Actual,-211,,10/30/2025
202305,DPR,3023,Citywide Roof Reconstruction (CNYG-722M),Construction Procurement,06/27/2027,Forecast,,,06/21/2023
202309,DPR,3023,Citywide Roof Reconstruction (CNYG-722M),Construction Procurement,10/26/2027,Forecast,121,,02/23/2024
202401,DPR,3023,Citywide Roof Reconstruction (CNYG-722M),Construction Procurement,10/26/2027,Forecast,0,,04/22/2024
202405,DPR,3023,Citywide Roof Reconstruction (CNYG-722M),Construction Procurement,01/25/2028,Forecast,91,,07/17/2024
202409,DPR,3023,Citywide Roof Reconstruction (CNYG-722M),Construction,02/22/2028,Forecast,28,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,11/01/2024
202501,DPR,3023,Citywide Roof Reconstruction (CNYG-722M),Construction,02/22/2028,Forecast,0,,03/03/2024
202505,DPR,3023,Citywide Roof Reconstruction (CNYG-722M),Construction,02/22/2028,Forecast,0,,06/02/2025
202509,DPR,3023,Citywide Roof Reconstruction (CNYG-722M),Construction,02/22/2028,Forecast,0,,10/30/2025
202601,DPR,3023,Citywide Roof Reconstruction (CNYG-722M),Construction,02/22/2028,Forecast,0,,03/31/2026
202605,DPR,3023,Citywide Roof Reconstruction (CNYG-722M),Construction,02/22/2028,Forecast,0,,06/24/2026
202305,DPR,3024,Brigadier General Charles Young Playground Public Restroom Building and Field House Reconstruction,Design,03/27/2026,Forecast,,,06/21/2023
202309,DPR,3024,Brigadier General Charles Young Playground Public Restroom Building and Field House Reconstruction,Construction Procurement,03/23/2026,Forecast,-4,,02/23/2024
202401,DPR,3024,Brigadier General Charles Young Playground Public Restroom Building and Field House Reconstruction,Construction Procurement,10/26/2026,Forecast,217,,04/22/2024
202405,DPR,3024,Brigadier General Charles Young Playground Public Restroom Building and Field House Reconstruction,Construction Procurement,10/26/2026,Forecast,0,,07/17/2024
202409,DPR,3024,Brigadier General Charles Young Playground Public Restroom Building and Field House Reconstruction,Construction Procurement,10/26/2026,Forecast,0,,11/01/2024
202501,DPR,3024,Brigadier General Charles Young Playground Public Restroom Building and Field House Reconstruction,Construction Procurement,10/26/2026,Forecast,0,,03/03/2024
202505,DPR,3024,Brigadier General Charles Young Playground Public Restroom Building and Field House Reconstruction,Construction Procurement,11/19/2026,Forecast,24,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,06/02/2025
202509,DPR,3024,Brigadier General Charles Young Playground Public Restroom Building and Field House Reconstruction,Construction Procurement,11/19/2026,Forecast,0,,10/30/2025
202601,DPR,3024,Brigadier General Charles Young Playground Public Restroom Building and Field House Reconstruction,Construction Procurement,11/19/2026,Forecast,0,,03/31/2026
202605,DPR,3024,Brigadier General Charles Young Playground Public Restroom Building and Field House Reconstruction,Construction Procurement,04/17/2029,Forecast,880,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,06/24/2026
202305,DPR,3025,Haffen Park Pool Complex Reconstruction,Construction Procurement,10/26/2026,Forecast,,,06/21/2023
202309,DPR,3025,Haffen Park Pool Complex Reconstruction,Construction Procurement,10/25/2026,Forecast,-1,,02/23/2024
202401,DPR,3025,Haffen Park Pool Complex Reconstruction,Construction Procurement,10/26/2027,Forecast,366,,04/22/2024
202405,DPR,3025,Haffen Park Pool Complex Reconstruction,Construction Procurement,10/26/2027,Forecast,0,,07/17/2024
202409,DPR,3025,Haffen Park Pool Complex Reconstruction,Construction Procurement,10/26/2027,Forecast,0,,11/01/2024
202501,DPR,3025,Haffen Park Pool Complex Reconstruction,Construction Procurement,10/26/2027,Forecast,0,,03/03/2024
202505,DPR,3025,Haffen Park Pool Complex Reconstruction,Construction Procurement,11/18/2026,Forecast,-342,,06/02/2025
202509,DPR,3025,Haffen Park Pool Complex Reconstruction,Construction,08/02/2027,Forecast,257,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,10/30/2025
202601,DPR,3025,Haffen Park Pool Complex Reconstruction,Construction,08/02/2027,Forecast,0,,03/31/2026
202605,DPR,3025,Haffen Park Pool Complex Reconstruction,Construction,08/02/2027,Forecast,0,,06/24/2026
202305,DPR,3026,Manhattan Park Tree Planting FY22,Construction,01/27/2025,Forecast,,,06/21/2023
202309,DPR,3026,Manhattan Park Tree Planting FY22,Construction,01/27/2025,Forecast,0,,02/23/2024
202401,DPR,3026,Manhattan Park Tree Planting FY22,Construction,01/27/2025,Forecast,0,,04/22/2024
202405,DPR,3026,Manhattan Park Tree Planting FY22,Construction,01/27/2025,Forecast,0,,07/17/2024
202409,DPR,3026,Manhattan Park Tree Planting FY22,Construction,01/27/2025,Forecast,0,,11/01/2024
202501,DPR,3026,Manhattan Park Tree Planting FY22,Close-out,12/05/2024,Actual,-53,,03/03/2024
202305,DPR,3027,Queens Park Tree Planting FY22,Construction,11/04/2024,Forecast,,,06/21/2023
202309,DPR,3027,Queens Park Tree Planting FY22,Construction,11/04/2024,Forecast,0,,02/23/2024
202401,DPR,3027,Queens Park Tree Planting FY22,Construction,11/04/2024,Forecast,0,,04/22/2024
202405,DPR,3027,Queens Park Tree Planting FY22,Construction,11/04/2024,Forecast,0,,07/17/2024
202409,DPR,3027,Queens Park Tree Planting FY22,Close-out,06/14/2024,Actual,-143,,11/01/2024
202305,DPR,3028,Brooklyn Park Tree Planting FY22,Construction,06/30/2025,Forecast,,,06/21/2023
202309,DPR,3028,Brooklyn Park Tree Planting FY22,Construction,06/30/2025,Forecast,0,,02/23/2024
202401,DPR,3028,Brooklyn Park Tree Planting FY22,Construction,06/30/2025,Forecast,0,,04/22/2024
202405,DPR,3028,Brooklyn Park Tree Planting FY22,Construction,06/30/2025,Forecast,0,,07/17/2024
202409,DPR,3028,Brooklyn Park Tree Planting FY22,Construction,06/30/2025,Forecast,0,,11/01/2024
202501,DPR,3028,Brooklyn Park Tree Planting FY22,Construction,06/30/2025,Forecast,0,,03/03/2024
202505,DPR,3028,Brooklyn Park Tree Planting FY22,Construction,06/30/2025,Forecast,0,,06/02/2025
202509,DPR,3028,Brooklyn Park Tree Planting FY22,Close-out,06/25/2025,Actual,-5,,10/30/2025
202305,DPR,3029,"Queens Street Tree Planting FY22 - Community Boards 9-10, 14",Construction,04/08/2024,Forecast,,,06/21/2023
202309,DPR,3029,"Queens Street Tree Planting FY22 - Community Boards 9-10, 14",Close-out,02/06/2024,Actual,-62,,02/23/2024
202305,DPR,3030,Manhattan Lower East Side Street Tree Planting and Community Greening FY22,Construction,08/05/2024,Forecast,,,06/21/2023
202309,DPR,3030,Manhattan Lower East Side Street Tree Planting and Community Greening FY22,Construction,08/05/2024,Forecast,0,,02/23/2024
202401,DPR,3030,Manhattan Lower East Side Street Tree Planting and Community Greening FY22,Construction,08/05/2024,Forecast,0,,04/22/2024
202405,DPR,3030,Manhattan Lower East Side Street Tree Planting and Community Greening FY22,Construction,08/05/2024,Forecast,0,,07/17/2024
202409,DPR,3030,Manhattan Lower East Side Street Tree Planting and Community Greening FY22,Close-out,02/14/2024,Actual,-173,,11/01/2024
202305,DPR,3031,Queens Street Tree Planting FY22 - Community Boards 1-4,Construction,04/09/2024,Forecast,,,06/21/2023
202309,DPR,3031,Queens Street Tree Planting FY22 - Community Boards 1-4,Close-out,06/27/2023,Actual,-287,,02/23/2024
202305,DPR,3032,"Brooklyn Street Tree Planting FY22 - Community Boards 11, 13, 15",Construction,06/10/2024,Forecast,,,06/21/2023
202309,DPR,3032,"Brooklyn Street Tree Planting FY22 - Community Boards 11, 13, 15",Construction,06/10/2024,Forecast,0,,02/23/2024
202401,DPR,3032,"Brooklyn Street Tree Planting FY22 - Community Boards 11, 13, 15",Construction,06/10/2024,Forecast,0,,04/22/2024
202405,DPR,3032,"Brooklyn Street Tree Planting FY22 - Community Boards 11, 13, 15",Construction,06/10/2024,Forecast,0,,07/17/2024
202409,DPR,3032,"Brooklyn Street Tree Planting FY22 - Community Boards 11, 13, 15",Close-out,06/10/2024,Actual,0,,11/01/2024
202305,DPR,3033,"Brooklyn Street Tree Planting FY22 - Community Boards 6, 7, 10",Construction,08/19/2024,Forecast,,,06/21/2023
202309,DPR,3033,"Brooklyn Street Tree Planting FY22 - Community Boards 6, 7, 10",Construction,08/19/2024,Forecast,0,,02/23/2024
202401,DPR,3033,"Brooklyn Street Tree Planting FY22 - Community Boards 6, 7, 10",Construction,08/19/2024,Forecast,0,,04/22/2024
202405,DPR,3033,"Brooklyn Street Tree Planting FY22 - Community Boards 6, 7, 10",Construction,08/19/2024,Forecast,0,,07/17/2024
202409,DPR,3033,"Brooklyn Street Tree Planting FY22 - Community Boards 6, 7, 10",Close-out,08/19/2024,Actual,0,,11/01/2024
202305,DPR,3034,"Brooklyn PLANYC Street Tree Planting - FY22 Community Boards 5, 16",Construction,04/22/2024,Forecast,,,06/21/2023
202309,DPR,3034,"Brooklyn PLANYC Street Tree Planting - FY22 Community Boards 5, 16",Construction,04/22/2024,Forecast,0,,02/23/2024
202401,DPR,3034,"Brooklyn PLANYC Street Tree Planting - FY22 Community Boards 5, 16",Close-out,03/01/2024,Actual,-52,,04/22/2024
202305,DPR,3035,Brooklyn Street Tree Planting FY22 - Community Boards 2-3,Construction,08/06/2024,Forecast,,,06/21/2023
202309,DPR,3035,Brooklyn Street Tree Planting FY22 - Community Boards 2-3,Close-out,02/07/2024,Actual,-181,,02/23/2024
202305,DPR,3036,"Brooklyn Street Tree Planting FY22 - Community Boards 1, 4",Construction,04/08/2024,Forecast,,,06/21/2023
202309,DPR,3036,"Brooklyn Street Tree Planting FY22 - Community Boards 1, 4",Close-out,06/21/2023,Actual,-292,,02/23/2024
202305,DPR,3037,Manhattan and Bronx Street Tree Planting FY22,Construction,03/05/2024,Forecast,,,06/21/2023
202309,DPR,3037,Manhattan and Bronx Street Tree Planting FY22,Close-out,01/10/2024,Actual,-55,,02/23/2024
202305,DPR,3038,Bronx Park Tree Planting FY22,Construction Procurement,03/26/2026,Forecast,,,06/21/2023
202309,DPR,3038,Bronx Park Tree Planting FY22,Construction Procurement,03/25/2026,Forecast,-1,,02/23/2024
202401,DPR,3038,Bronx Park Tree Planting FY22,Construction,09/15/2025,Forecast,-191,,04/22/2024
202405,DPR,3038,Bronx Park Tree Planting FY22,Construction,09/15/2025,Forecast,0,,07/17/2024
202409,DPR,3038,Bronx Park Tree Planting FY22,Construction,09/15/2025,Forecast,0,,11/01/2024
202501,DPR,3038,Bronx Park Tree Planting FY22,Construction,09/15/2025,Forecast,0,,03/03/2024
202505,DPR,3038,Bronx Park Tree Planting FY22,Construction,09/15/2025,Forecast,0,,06/02/2025
202509,DPR,3038,Bronx Park Tree Planting FY22,Close-out,09/11/2025,Actual,-4,,10/30/2025
202305,DPR,3039,Queens Street Tree Planting FY22 - Council District 30,Construction,03/19/2024,Forecast,,,06/21/2023
202309,DPR,3039,Queens Street Tree Planting FY22 - Council District 30,Close-out,06/27/2023,Actual,-266,,02/23/2024
202305,DPR,3040,Manhattan Street Tree Planting FY22 - Council District 5,Construction,08/13/2024,Forecast,,,06/21/2023
202309,DPR,3040,Manhattan Street Tree Planting FY22 - Council District 5,Construction,08/13/2024,Forecast,0,,02/23/2024
202401,DPR,3040,Manhattan Street Tree Planting FY22 - Council District 5,Construction,08/13/2024,Forecast,0,,04/22/2024
202405,DPR,3040,Manhattan Street Tree Planting FY22 - Council District 5,Construction,08/13/2024,Forecast,0,,07/17/2024
202409,DPR,3040,Manhattan Street Tree Planting FY22 - Council District 5,Close-out,06/28/2024,Actual,-46,,11/01/2024
202305,DPR,3041,Ranaqua Exterior Reconstruction,Design,10/21/2027,Forecast,,,06/21/2023
202309,DPR,3041,Ranaqua Exterior and HVAC Reconstruction,Design,07/20/2027,Forecast,-93,,02/23/2024
202401,DPR,3041,Ranaqua Exterior and HVAC Reconstruction,Design,07/20/2027,Forecast,0,,04/22/2024
202405,DPR,3041,Ranaqua Exterior and HVAC Reconstruction,Design,07/20/2027,Forecast,0,,07/17/2024
202409,DPR,3041,Ranaqua Exterior and HVAC Reconstruction,Design,07/20/2027,Forecast,0,,11/01/2024
202501,DPR,3041,Ranaqua Exterior and HVAC Reconstruction,Design,06/25/2028,Forecast,341,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,03/03/2024
202505,DPR,3041,Ranaqua Exterior and HVAC Reconstruction,Design,08/28/2028,Forecast,64,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,06/02/2025
202509,DPR,3041,Ranaqua Exterior and HVAC Reconstruction,Design,08/28/2028,Forecast,0,,10/30/2025
202601,DPR,3041,Ranaqua Exterior and HVAC Reconstruction,Design,08/28/2028,Forecast,0,,03/31/2026
202605,DPR,3041,Ranaqua Exterior and HVAC Reconstruction,Design,08/28/2028,Forecast,0,,06/24/2026
202305,DPR,3042,Cross Island Parkway Waters Edge Drive Public Restroom Building Construction,Design,06/27/2027,Forecast,,,06/21/2023
202309,DPR,3042,Cross Island Parkway Waters Edge Drive Public Restroom Building Construction,Design,03/27/2025,Forecast,-822,,02/23/2024
202401,DPR,3042,Cross Island Parkway Waters Edge Drive Public Restroom Building Construction,Design,02/22/2028,Forecast,1062,,04/22/2024
202405,DPR,3042,Cross Island Parkway Waters Edge Drive Public Restroom Building Construction,Design,02/22/2028,Forecast,0,,07/17/2024
202409,DPR,3042,Cross Island Parkway Waters Edge Drive Public Restroom Building Construction,Design,02/22/2028,Forecast,0,,11/01/2024
202501,DPR,3042,Cross Island Parkway Waters Edge Drive Public Restroom Building Construction,Design,10/24/2027,Forecast,-121,,03/03/2024
202505,DPR,3042,Cross Island Parkway Waters Edge Drive Public Restroom Building Construction,Design,04/27/2028,Forecast,186,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,06/02/2025
202509,DPR,3042,Cross Island Parkway Waters Edge Drive Public Restroom Building Construction,,04/27/2028,Forecast,0,,10/30/2025
202305,DPR,3043,Gwen Ifill Park Public Restroom Building Construction,Design,04/27/2028,Forecast,,,06/21/2023
202309,DPR,3043,Gwen Ifill Park Public Restroom Building Construction,Design,04/27/2028,Forecast,0,,06/21/2023
202401,DPR,3043,Gwen Ifill Park Public Restroom Building Construction,Pre-Design,,Forecast,,,04/22/2024
202405,DPR,3043,Gwen Ifill Park Public Restroom Building Construction,Design,12/25/2027,Forecast,-124,,07/17/2024
202409,DPR,3043,Gwen Ifill Park Public Restroom Building Construction,Design,12/25/2027,Forecast,0,,11/01/2024
202501,DPR,3043,Gwen Ifill Park Public Restroom Building Construction,Design,12/25/2027,Forecast,0,,03/03/2024
202505,DPR,3043,Gwen Ifill Park Public Restroom Building Construction,Design,07/25/2028,Forecast,213,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,06/02/2025
202509,DPR,3043,Gwen Ifill Park Public Restroom Building Construction,,07/25/2028,Forecast,0,,10/30/2025
202305,DPR,3044,Citywide Facility Glazing Reconstruction,Construction Procurement,07/28/2027,Forecast,,,06/21/2023
202309,DPR,3044,Thomas Jefferson Park Recreation Center and FMCP Aquatic Center Store Front Reconstruction,,10/24/2028,Forecast,454,,02/23/2024
202401,DPR,3044,Thomas Jefferson Park Recreation Center and FMCP Aquatic Center Store Front Reconstruction,Design,10/24/2028,Forecast,0,,04/22/2024
202405,DPR,3044,Thomas Jefferson Park Recreation Center and FMCP Aquatic Center Store Front Reconstruction,Construction Procurement,10/24/2028,Forecast,0,,07/17/2024
202409,DPR,3044,Thomas Jefferson Park Recreation Center and FMCP Aquatic Center Store Front Reconstruction,Construction Procurement,10/24/2028,Forecast,0,,11/01/2024
202501,DPR,3044,Thomas Jefferson Park Recreation Center and FMCP Aquatic Center Store Front Reconstruction,Construction Procurement,01/12/2028,Forecast,-286,,03/03/2024
202505,DPR,3044,Thomas Jefferson Park Recreation Center and FMCP Aquatic Center Store Front Reconstruction,Construction Procurement,01/12/2028,Forecast,0,,06/02/2025
202509,DPR,3044,Thomas Jefferson Park Recreation Center and FMCP Aquatic Center Store Front Reconstruction,Construction Procurement,01/12/2028,Forecast,0,,10/30/2025
202601,DPR,3044,Thomas Jefferson Park Recreation Center and FMCP Aquatic Center Store Front Reconstruction,Construction Procurement,01/12/2028,Forecast,0,,03/31/2026
202605,DPR,3044,Thomas Jefferson Park Recreation Center and FMCP Aquatic Center Store Front Reconstruction,Construction Procurement,01/12/2028,Forecast,0,,06/24/2026
202305,DPR,3045,Citywide Pavement Reconstruction (CNYG-1622M),Construction Procurement,05/28/2027,Forecast,,,06/21/2023
202309,DPR,3045,Citywide Pavement Reconstruction (CNYG-1622M),Construction,10/30/2026,Forecast,-210,,02/23/2024
202401,DPR,3045,Citywide Pavement Reconstruction (CNYG-1622M),Construction,10/30/2026,Forecast,0,,04/22/2024
202405,DPR,3045,Citywide Pavement Reconstruction (CNYG-1622M),Construction,10/30/2026,Forecast,0,,07/17/2024
202409,DPR,3045,Citywide Pavement Reconstruction (CNYG-1622M),Construction,10/30/2026,Forecast,0,,11/01/2024
202501,DPR,3045,Citywide Pavement Reconstruction (CNYG-1622M),Construction,10/30/2026,Forecast,0,,03/03/2024
202505,DPR,3045,Citywide Pavement Reconstruction (CNYG-1622M),Construction,10/30/2026,Forecast,0,,06/02/2025
202509,DPR,3045,Citywide Pavement Reconstruction (CNYG-1622M),Construction,10/30/2026,Forecast,0,,10/30/2025
202601,DPR,3045,Citywide Pavement Reconstruction (CNYG-1622M),Construction,10/30/2026,Forecast,0,,03/31/2026
202605,DPR,3045,Citywide Pavement Reconstruction (CNYG-1622M),Construction,10/30/2026,Forecast,0,,06/24/2026
202305,DPR,3046,Brooklyn Pavement Reconstruction (BG-822M),Construction Procurement,07/28/2027,Forecast,,,06/21/2023
202309,DPR,3046,Brooklyn Pavement Reconstruction (BG-822M),Construction Procurement,02/24/2028,Forecast,211,,02/23/2024
202401,DPR,3046,Brooklyn Pavement Reconstruction (BG-822M),Construction Procurement,02/24/2028,Forecast,0,,04/22/2024
202405,DPR,3046,Brooklyn Pavement Reconstruction (BG-822M),Construction Procurement,05/27/2028,Forecast,93,,07/17/2024
202409,DPR,3046,Brooklyn Pavement Reconstruction (BG-822M),Construction,02/16/2028,Forecast,-101,,11/01/2024
202501,DPR,3046,Brooklyn Pavement Reconstruction (BG-822M),Construction,02/16/2028,Forecast,0,,03/03/2024
202505,DPR,3046,Brooklyn Pavement Reconstruction (BG-822M),Construction,02/16/2028,Forecast,0,,06/02/2025
202509,DPR,3046,Brooklyn Pavement Reconstruction (BG-822M),Construction,02/16/2028,Forecast,0,,10/30/2025
202601,DPR,3046,Brooklyn Pavement Reconstruction (BG-822M),Construction,02/16/2028,Forecast,0,,03/31/2026
202605,DPR,3046,Brooklyn Pavement Reconstruction (BG-822M),Construction,02/16/2028,Forecast,0,,06/24/2026
202305,DPR,3047,Greenbelt Recreation Center Basketball Courts Reconstruction,Design,03/27/2026,Forecast,,,06/21/2023
202309,DPR,3047,Greenbelt Recreation Center Basketball Courts Reconstruction,Construction Procurement,07/27/2026,Forecast,122,,02/23/2024
202401,DPR,3047,Greenbelt Recreation Center Basketball Courts Reconstruction,Construction Procurement,07/27/2026,Forecast,0,,04/22/2024
202405,DPR,3047,Greenbelt Recreation Center Basketball Courts Reconstruction,Construction Procurement,07/27/2026,Forecast,0,,07/17/2024
202409,DPR,3047,Greenbelt Recreation Center Basketball Courts Reconstruction,Construction Procurement,07/27/2026,Forecast,0,,11/01/2024
202501,DPR,3047,Greenbelt Recreation Center Basketball Courts Reconstruction,Construction,03/31/2026,Forecast,-118,,03/03/2024
202505,DPR,3047,Greenbelt Recreation Center Basketball Courts Reconstruction,Construction,03/31/2026,Forecast,0,,06/02/2025
202509,DPR,3047,Greenbelt Recreation Center Basketball Courts Reconstruction,Construction,03/31/2026,Forecast,0,,10/30/2025
202601,DPR,3047,Greenbelt Recreation Center Basketball Courts Reconstruction,Close-out,12/22/2025,Actual,-99,,03/31/2026
202305,DPR,3048,Lt. Lia Playground Reconstruction,Design,08/19/2026,Forecast,,,06/21/2023
202309,DPR,3048,Lt. Lia Playground Reconstruction,Construction Procurement,10/04/2026,Forecast,46,,02/23/2024
202401,DPR,3048,Lt. Lia Playground Reconstruction,Construction Procurement,10/04/2026,Forecast,0,,04/22/2024
202405,DPR,3048,Lt. Lia Playground Reconstruction,Construction Procurement,10/04/2026,Forecast,0,,07/17/2024
202409,DPR,3048,Lt. Lia Playground Reconstruction,Construction Procurement,,Forecast,,,11/01/2024
202501,DPR,3048,Lt. Lia Playground Reconstruction,Construction Procurement,09/09/2026,Forecast,-25,,03/03/2024
202505,DPR,3048,Lt. Lia Playground Reconstruction,Construction Procurement,04/27/2028,Forecast,596,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,06/02/2025
202509,DPR,3048,Lt. Lia Playground Reconstruction,Construction Procurement,10/26/2028,Forecast,182,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,10/30/2025
202601,DPR,3048,Lt. Lia Playground Reconstruction,Construction Procurement,12/03/2028,Forecast,38,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,03/31/2026
202605,DPR,3048,Lt. Lia Playground Reconstruction,Construction Procurement,02/25/2029,Forecast,84,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,06/24/2026
202305,DPR,3049,Horseshoe Playground Reconstruction,Design,05/27/2026,Forecast,,,06/21/2023
202309,DPR,3049,Horseshoe Playground Reconstruction,Construction Procurement,07/27/2026,Forecast,61,,02/23/2024
202401,DPR,3049,Horseshoe Playground Reconstruction,Construction Procurement,07/27/2026,Forecast,0,,04/22/2024
202405,DPR,3049,Horseshoe Playground Reconstruction,Construction Procurement,07/27/2026,Forecast,0,,07/17/2024
202409,DPR,3049,Horseshoe Playground Reconstruction,Construction Procurement,07/27/2026,Forecast,0,,11/01/2024
202501,DPR,3049,Horseshoe Playground Reconstruction,Construction,03/09/2026,Forecast,-140,,03/03/2024
202505,DPR,3049,Horseshoe Playground Reconstruction,Construction,03/09/2026,Forecast,0,,06/02/2025
202509,DPR,3049,Horseshoe Playground Reconstruction,Construction,03/09/2026,Forecast,0,,10/30/2025
202601,DPR,3049,Horseshoe Playground Reconstruction,Construction,03/09/2026,Forecast,0,,03/31/2026
202605,DPR,3049,Horseshoe Playground Reconstruction,Construction,06/30/2026,Forecast,113,PROJECT DELAYED PENDING APPROVAL OF NECESSARY PERMITS,06/24/2026
202305,DPR,3050,Jerome Playground Reconstruction,Design,03/27/2026,Forecast,,,06/21/2023
202309,DPR,3050,Jerome Playground Reconstruction,Construction Procurement,02/24/2026,Forecast,-31,,02/23/2024
202401,DPR,3050,Jerome Playground Reconstruction,Construction Procurement,10/26/2026,Forecast,244,,04/22/2024
202405,DPR,3050,Jerome Playground Reconstruction,Construction Procurement,10/26/2026,Forecast,0,,07/17/2024
202409,DPR,3050,Jerome Playground Reconstruction,Construction Procurement,,Forecast,,,11/01/2024
